Wavelength (nm),k_1,k_2,k_3,k_4,k_5,k_6,k_7,k_8,k_9,k_10
575.255796502308,0.00019854361191877647,0.0008531488415951182,0.0008388530659486284,0.00015576066651805192,0.00027454290673732234,0.0003450706659731351,0.0003450706659731351,0.0003450706659731351,0.0003450706659731351,0.0003450706659731351
562.1818011272555,0.00042339480247353066,0.0006501960985650153,0.0004329586945190627,0.00021044566331944613,0.0002507648797146825,0.0009141617262608568,0.0009141617262608568,0.0009141617262608568,0.0009141617262608568,0.0009141617262608568
549.6888722133166,0.0006076734526608735,0.0006148437494655159,0.0002142160300943544,4.798718089881378e-05,0.0003435203174072491,0.0008943532937173724,0.0008943532937173724,0.0008943532937173724,0.0008943532937173724,0.0008943532937173724
537.7391141217228,9.173359731713556e-05,0.0007763897758516583,0.0005642349650802085,0.0002649236977012507,0.00028285382824010124,0.0012106003352964822,0.0012106003352964822,0.0012106003352964822,0.0012106003352964822,0.0012106003352964822
526.297856374452,0.0005687087049704825,0.0006280889516565227,0.00019539739689684087,0.00021015508526468744,0.00035005504913965013,0.0006550024954320761,0.0006550024954320761,0.0006550024954320761,0.0006550024954320761,0.0006550024954320761
515.3333176999843,0.0007875067138373186,0.0006794019145035284,0.0005673784058157014,0.0002341394799222713,0.00033993485063067285,0.0004891225940089345,0.0004891225940089345,0.0004891225940089345,0.0004891225940089345,0.0004891225940089345
504.81631121631114,0.00028608387703708366,0.0005064806875588072,2.266137661110115e-05,0.0009888592878424095,0.00026572459339067905,0.0010974837543412683,0.0010974837543412683,0.0010974837543412683,0.0010974837543412683,0.0010974837543412683
494.71998499198486,0.00031114541251853304,0.0005208020294499003,0.0004050572052371997,0.0004295899812820484,0.0004176470517825384,0.0006316041617991195,0.0006316041617991195,0.0006316041617991195,0.0006316041617991195,0.0006316041617991195
485.01959312939687,0.0003299169252065296,0.00040107657158743466,9.559846031915655e-05,0.0005962860802908258,0.00038892845118676614,0.000737811331623894,0.000737811331623894,0.000737811331623894,0.000737811331623894,0.000737811331623894
475.6922932615239,0.00017813168511824395,0.00036446445699973314,1.9516502555490482e-05,0.00023372639747840668,0.0003912881722636605,0.001020028574910023,0.001020028574910023,0.001020028574910023,0.001020028574910023,0.001020028574910023
466.71696697357055,9.76635564252098e-06,0.00035241001645085294,0.00024766290574191284,0.0007256856985247498,0.00021483705341719604,0.0009070793210049208,0.0009070793210049208,0.0009070793210049208,0.0009070793210049208,0.0009070793210049208
458.07406017776367,0.00038623889767263616,0.0003440888746191989,0.00019109226369325543,8.324502726261834e-06,0.0005069973144102612,0.002823757613763012,0.002823757613763012,0.002823757613763012,0.002823757613763012,0.002823757613763012
449.7454409018044,2.994818309085599e-06,0.0002772344893472815,0.0004032475869112641,0.0005487059904782629,0.0004691693175930544,0.0012822104531282099,0.0012822104531282099,0.0012822104531282099,0.0012822104531282099,0.0012822104531282099
441.71427231427225,0.00038064663761819094,0.0001141890926128268,0.0003377529768088071,3.8486191690904846e-05,0.0003875638589073089,0.0018747274942244848,0.0018747274942244848,0.0018747274942244848,0.0018747274942244848,0.0018747274942244848
433.9648991157762,0.0005864680152546835,0.00015854120021297304,1.8595198399322315e-05,0.0004890645180925105,0.0004141094110994952,0.0019529416638092863,0.0019529416638092863,0.0019529416638092863,0.0019529416638092863,0.0019529416638092863
426.4827456827456,0.000505594514041145,9.175405402360342e-05,4.771343088566464e-05,0.00012034772077515141,0.00026500599248373486,0.0011396826919612003,0.0011396826919612003,0.0011396826919612003,0.0011396826919612003,0.0011396826919612003
419.2542245694787,0.0006340044654239757,0.00026602650515641945,0.00020357709779400513,0.0004254194011504302,0.000446534984004343,0.002457896103081136,0.002457896103081136,0.002457896103081136,0.002457896103081136,0.002457896103081136
412.26665415998735,0.00044251343298367296,0.0007236879463902784,0.00014941211648664384,5.241122028714896e-06,0.0004632149014089321,0.0010526898390105035,0.0010526898390105035,0.0010526898390105035,0.0010526898390105035,0.0010526898390105035
405.50818441965976,0.0007376251970406441,0.00015003554911386527,0.00024270269004820892,0.00014980611071025633,0.00031145901548165067,0.0023941597770025737,0.0023941597770025737,0.0023941597770025737,0.0023941597770025737,0.0023941597770025737
398.9677298322458,0.000995048167719237,1.3068526505853866e-05,0.00011921238057033232,0.0005083815504615728,0.00036993085950605,0.001310577077587354,0.001310577077587354,0.001310577077587354,0.001310577077587354,0.001310577077587354
392.63490872379754,0.00020619130026587184,0.000758129296369908,0.0002315735559937408,9.245878856870944e-05,0.0005280206553128387,0.003355947852433533,0.003355947852433533,0.003355947852433533,0.003355947852433533,0.003355947852433533
386.49998827498814,0.0006734957081007585,0.0017390506206626326,0.00013842708648764744,0.0003098441755271744,0.0003431941033215017,0.00279374506883752,0.00279374506883752,0.00279374506883752,0.00279374506883752,0.00279374506883752
380.5538346092191,0.00020386574069013963,0.0011292486188595149,6.157361393215323e-05,0.00028445194016564,0.0004472402743810312,0.0026742609952072195,0.0026742609952072195,0.0026742609952072195,0.0026742609952072195,0.0026742609952072195
374.7878674181704,0.0005702524898336847,0.0014809554210418064,0.00027346689133763276,0.0007486387601460303,0.0004514827943778501,0.002370530934133892,0.002370530934133892,0.002370530934133892,0.002370530934133892,0.002370530934133892
369.19401865073496,8.831505915064705e-05,0.00209563973286204,2.4321187598103335e-05,0.0005157392014679135,0.00043324387282469385,0.0028905338610629543,0.0028905338610629543,0.0028905338610629543,0.0028905338610629543,0.0028905338610629543
363.7646948470477,0.000253084996970136,0.0010376031614603247,0.0013092483944653675,0.0004085819637642341,0.0006255941712206889,0.0025570254411722,0.0025570254411722,0.0025570254411722,0.0025570254411722,0.0025570254411722
358.4927427478151,0.0007529315006035896,0.0032298489760487327,0.0001659717341698921,0.0007569566329089316,0.0004211936139614012,0.0025231625390755856,0.0025231625390755856,0.0025231625390755856,0.0025231625390755856,0.0025231625390755856
353.37141785141773,3.112773751031962e-06,0.00213909354419949,0.0008118571476426606,0.0005204970589251264,0.0005221267914541732,0.0018455215924468476,0.0018455215924468476,0.0018455215924468476,0.0018455215924468476,0.0018455215924468476
348.39435562815834,0.00025589284444339555,0.0022080054676036527,0.0005605018882010281,0.0004788624714623716,0.0007771205612340073,0.0033229106630746066,0.0033229106630746066,0.0033229106630746066,0.0033229106630746066,0.0033229106630746066
343.5555451333228,0.0002750216390829684,0.0035238279611643428,0.00020819615875738583,0.0004113267868287957,0.0007055965670683845,0.002038542116359012,0.002038542116359012,0.002038542116359012,0.002038542116359012,0.002038542116359012
338.8493047890308,0.0004524199738869127,0.002940222237909443,0.0010175594033033043,0.0007713552353809898,0.0004912311120708874,0.005251829998460097,0.005251829998460097,0.005251829998460097,0.005251829998460097,0.005251829998460097
334.2702601297196,0.0002831534016198565,0.001956712138885299,0.0010295152957874372,0.0006267275418450337,0.0008964718474335835,0.0022352356394374478,0.0022352356394374478,0.0022352356394374478,0.0022352356394374478,0.0022352356394374478
329.8133233279899,9.508190016439315e-05,0.0034598382581423046,0.0008222276429919484,0.00016681087943373285,0.0005864524772312817,0.0045118753872515835,0.0045118753872515835,0.0045118753872515835,0.0045118753872515835,0.0045118753872515835
325.4736743368322,0.0003243457159966233,0.002547691523411551,0.0009535378982765171,0.0011219244304215123,0.0005625795845123885,0.0023689286359615805,0.0023689286359615805,0.0023689286359615805,0.0023689286359615805,0.0023689286359615805
321.2467435012889,3.7805974197297405e-05,0.004517801506557422,0.0013346351294478392,0.0006766007467450377,0.0006881637872923735,0.00458706781289738,0.00458706781289738,0.00458706781289738,0.00458706781289738,0.00458706781289738
317.1281955076826,1.863477044301423e-05,0.0028716642608469464,0.0006521494226443078,0.0006689671081579696,0.0005249809444641607,0.0032144704046226714,0.0032144704046226714,0.0032144704046226714,0.0032144704046226714,0.0032144704046226714
313.1139145518892,0.00013075473298428299,0.0033117227738406344,0.001064337652712795,0.0005094765193491377,0.0005929508113607473,0.0037095392301457327,0.0037095392301457327,0.0037095392301457327,0.0037095392301457327,0.0037095392301457327
309.1999906199905,2.7766513652560076e-05,0.005256008603703671,0.001569555136053498,0.0010820329436579286,0.0006923476318122897,0.003445981106418402,0.003445981106418402,0.003445981106418402,0.003445981106418402,0.003445981106418402
305.38270678517586,0.0002400922286114679,0.005380306148826408,0.0012245031774206969,0.00030102605357923195,0.0006428992237654707,0.004186826470511626,0.004186826470511626,0.004186826470511626,0.004186826470511626,0.004186826470511626
301.6585274341372,0.00013191179282477747,0.003888347151283583,0.0012616675115346085,0.0016575070904569927,0.0007081061467522635,0.003708165955405564,0.003708165955405564,0.003708165955405564,0.003708165955405564,0.003708165955405564
298.0240873445692,0.00036221562633117983,0.005066457909347084,0.00141876016766366,0.0027149702010921054,0.0006361434508436949,0.002196778651472914,0.002196778651472914,0.002196778651472914,0.002196778651472914,0.002196778651472914
294.47618154284817,0.0005858180387556292,0.006260478863846568,0.0014110974437093722,0.001244368341123132,0.0009079504201968217,0.0068417539559148,0.0068417539559148,0.0068417539559148,0.0068417539559148,0.0068417539559148
291.01175587763817,0.0003072760080017815,0.004320420409904791,0.002027993296724234,0.0014116445244706087,0.000947757348907824,0.004344479121556452,0.004344479121556452,0.004344479121556452,0.004344479121556452,0.004344479121556452
287.627898251154,0.00027403872616801927,0.005501284673697975,0.0006138078345114149,0.002204618443791189,0.0011422256779312244,0.006224236719670264,0.006224236719670264,0.006224236719670264,0.006224236719670264,0.006224236719670264
284.3218304551637,0.0007868474815437098,0.005343882674160856,0.001901783684711628,0.0009883917465984247,0.0010924833827316127,0.004527935088696499,0.004527935088696499,0.004527935088696499,0.004527935088696499,0.004527935088696499
281.09090056362777,0.0004566928377332424,0.0062228031430054355,0.00157349861664769,0.0019711697042250143,0.0008269963188644071,0.00716439923252699,0.00716439923252699,0.00716439923252699,0.00716439923252699,0.00716439923252699
277.93257583819366,0.0006592595514146219,0.006715472166548148,0.001154122376083,0.0019774876085624114,0.0014393887529158904,0.005872804973873523,0.005872804973873523,0.005872804973873523,0.005872804973873523,0.005872804973873523
274.8444361066583,0.0009722276446370787,0.00877865389000527,0.0014982776159132717,0.0016476835004759736,0.0012139980937419003,0.005757007538262412,0.005757007538262412,0.005757007538262412,0.005757007538262412,0.005757007538262412
271.82416757801366,0.0017841922236935988,0.006228854771735105,0.0006976644662849558,0.0014095926900515247,0.0020061280856438295,0.008840706067999034,0.008840706067999034,0.008840706067999034,0.008840706067999034,0.008840706067999034
268.8695570608614,0.0018107387307189095,0.008753560657325134,0.0020982852033004725,0.004187568848589024,0.0016458647424650802,0.005310752656347948,0.005310752656347948,0.005310752656347948,0.005310752656347948,0.005310752656347948
265.97848655483057,0.002043383377289699,0.0077598638727779615,0.0032352104419920463,0.0028855480044305245,0.0019565193567000275,0.008149375537579434,0.008149375537579434,0.008149375537579434,0.008149375537579434,0.008149375537579434
263.148928187226,0.003022380937270154,0.008347622972245696,0.0031503521096308564,0.0027683396343749214,0.002607724063802671,0.011901466904871837,0.011901466904871837,0.011901466904871837,0.011901466904871837,0.011901466904871837
260.3789394694657,0.0035075635037483486,0.008007716126082021,0.00399465125585247,0.004855544457938793,0.00290130619777392,0.008446969947829704,0.008446969947829704,0.008446969947829704,0.008446969947829704,0.008446969947829704
257.66665884999213,0.002669750160185083,0.011279854664647256,0.006225913696924132,0.004158022674734267,0.0026474831528563404,0.014039500993204102,0.014039500993204102,0.014039500993204102,0.014039500993204102,0.014039500993204102
255.01030154226024,0.0053743412366218015,0.007490071000412929,0.007684806006457935,0.006138936178415536,0.006020240108424109,0.02198027253221121,0.02198027253221121,0.02198027253221121,0.02198027253221121,0.02198027253221121
252.40815560815557,0.006317239884950966,0.018150009812381143,0.009420433503704268,0.013986467657264365,0.006893513993915503,0.02302133876427764,0.02302133876427764,0.02302133876427764,0.02302133876427764,0.02302133876427764
249.85857827878027,0.006685991232477114,0.011640829523105004,0.01021998696703315,0.01909658080888873,0.006360730502833953,0.016343130333818286,0.016343130333818286,0.016343130333818286,0.016343130333818286,0.016343130333818286
247.3599924959924,0.005438374379988727,0.012451001289495608,0.01101964766508336,0.005051918530764689,0.00911699059985661,0.02896103543599828,0.02896103543599828,0.02896103543599828,0.02896103543599828,0.02896103543599828
244.91088365939848,0.0071333431688708525,0.013231948724556035,0.009585655353955256,0.02078704980179396,0.00551998405582015,0.009987609921783094,0.009987609921783094,0.009987609921783094,0.009987609921783094,0.009987609921783094
242.5097965646985,0.00514674432016169,0.013861027926996549,0.011540752625740697,0.006229417879946484,0.006761427912566792,0.03218640764483796,0.03218640764483796,0.03218640764483796,0.03218640764483796,0.03218640764483796
240.15533252038105,0.007154400039710815,0.01144733936247906,0.00800978383509332,0.017527305086570404,0.007688869272257667,0.010432471495493305,0.010432471495493305,0.010432471495493305,0.010432471495493305,0.010432471495493305
237.84614663076195,0.005026416163948237,0.015991804307348846,0.012934240279515657,0.014293616171760289,0.005867487499617592,0.030294541369321047,0.030294541369321047,0.030294541369321047,0.030294541369321047,0.030294541369321047
235.5809452342785,0.005353221856833163,0.012982185659311406,0.009006029621661249,0.009646033118592648,0.007370850281349539,0.015151131820333579,0.015151131820333579,0.015151131820333579,0.015151131820333579,0.015151131820333579
233.35848348678527,0.00771422416947451,0.014083029012203733,0.011614687075255615,0.02043219925486844,0.00819123396756808,0.02541393475497896,0.02541393475497896,0.02541393475497896,0.02541393475497896,0.02541393475497896
231.1775630803668,0.0033093282719511294,0.011941328362848587,0.011369826328623206,0.005827577678408682,0.007198791462784113,0.019137982852586777,0.019137982852586777,0.019137982852586777,0.019137982852586777,0.019137982852586777
229.03703008888183,0.009811770038911708,0.014701222820596263,0.006384556348793846,0.022211942672493584,0.005698142403171489,0.021344445827900616,0.021344445827900616,0.021344445827900616,0.021344445827900616,0.021344445827900616
226.9357729321032,0.0034700295662424326,0.008838774406769462,0.013634877245778184,0.008088101073561105,0.008236064072964493,0.02416233335753139,0.02416233335753139,0.02416233335753139,0.02416233335753139,0.02416233335753139
224.87272045090216,0.006939638198995496,0.016457963072213682,0.010514996067480189,0.01625106756530621,0.006905468607848656,0.022885660754006665,0.022885660754006665,0.022885660754006665,0.022885660754006665,0.022885660754006665
222.8468400864797,0.00709748532336871,0.01179767021913496,0.004572368252223487,0.01644102465418561,0.006264651354330819,0.01982873411859498,0.01982873411859498,0.01982873411859498,0.01982873411859498,0.01982873411859498
220.85713615713607,0.006087180903358716,0.012524324233645363,0.015194811495705089,0.007418389691840186,0.007125734690824496,0.027071006115514433,0.027071006115514433,0.027071006115514433,0.027071006115514433,0.027071006115514433
218.902648226542,0.003584130980809755,0.012718808993464965,0.010325398475267396,0.020783475352767984,0.007660036555031437,0.021495855791845528,0.021495855791845528,0.021495855791845528,0.021495855791845528,0.021495855791845528
216.9824495578881,0.008600179323969826,0.01435251370473296,0.00968473733844628,0.006918540796520762,0.005700911908076258,0.023154643217091528,0.023154643217091528,0.023154643217091528,0.023154643217091528,0.023154643217091528
215.09564564868907,0.0036301868847534446,0.008536903019724987,0.008481153746923095,0.022228071453592128,0.007575133257720819,0.0321689652300905,0.0321689652300905,0.0321689652300905,0.0321689652300905,0.0321689652300905
213.2413728413728,0.006645287300308182,0.016352816692827187,0.01378250574169205,0.012045028982517783,0.0069119687149020925,0.014047871865837596,0.014047871865837596,0.014047871865837596,0.014047871865837596,0.014047871865837596
211.41879700512172,0.00500334817901232,0.011924580358407917,0.006912401146717092,0.009667110479171633,0.00610275905830659,0.03417133048805871,0.03417133048805871,0.03417133048805871,0.03417133048805871,0.03417133048805871
209.62711228473933,0.006931373646893306,0.013079582594170332,0.012342514929698787,0.026189804397515244,0.00905092902489616,0.020085949844972743,0.020085949844972743,0.020085949844972743,0.020085949844972743,0.020085949844972743
207.86553991259868,0.005167775684352295,0.009803711419645457,0.009355991671726687,0.00032322315867685744,0.00613702941780691,0.022111893863836364,0.022111893863836364,0.022111893863836364,0.022111893863836364,0.022111893863836364
206.13332707999368,0.0067542325605635285,0.01797460637951563,0.010839952209827888,0.02059855363652696,0.006121810079112413,0.036709398451127306,0.036709398451127306,0.036709398451127306,0.036709398451127306,0.036709398451127306
204.42974586445652,0.004181040695921709,0.006913370127686235,0.01066234531417045,0.017360780084085037,0.009954851318294409,0.012148013878529203,0.012148013878529203,0.012148013878529203,0.012148013878529203,0.012148013878529203
202.75409220982988,0.006624917769391749,0.01685565982376606,0.011020140473087968,0.011669970041111732,0.006139901406105548,0.03896579737095853,0.03896579737095853,0.03896579737095853,0.03896579737095853,0.03896579737095853
201.1056849560914,0.005142794869033279,0.010865650718966044,0.011897250199146355,0.009366786317574679,0.0067206116559549185,0.0180550088106976,0.0180550088106976,0.0180550088106976,0.0180550088106976,0.0180550088106976
199.4838649161229,0.005569323537103464,0.017166061718670102,0.012564742325651555,0.028971482658379982,0.0097921014649871,0.0284381710037968,0.0284381710037968,0.0284381710037968,0.0284381710037968,0.0284381710037968
197.88799399679397,0.005357399058110716,0.010813406766496945,0.008886633342468185,0.0011643889185718706,0.00541579618158729,0.027723084814828176,0.027723084814828176,0.027723084814828176,0.027723084814828176,0.027723084814828176
196.3174543618988,0.008115626634944658,0.01436487758234452,0.015202608743735475,0.020016497851629664,0.007430759029997989,0.01665162670957738,0.01665162670957738,0.01665162670957738,0.01665162670957738,0.01665162670957738
194.7716476346397,0.004797301650881288,0.0159323215361941,0.01266096977982432,0.017985063331271214,0.007789607908731441,0.035401711583821965,0.035401711583821965,0.035401711583821965,0.035401711583821965,0.035401711583821965
193.24999413749407,0.006968297918464843,0.014167143648003852,0.007805732802891187,0.00972983261647532,0.007090946429979822,0.014024716043448522,0.014024716043448522,0.014024716043448522,0.014024716043448522,0.014024716043448522
191.751932167436,0.0033839630057345494,0.012004168999197628,0.016346086013018273,0.00956807039358478,0.007838854310539062,0.03294632886062565,0.03294632886062565,0.03294632886062565,0.03294632886062565,0.03294632886062565
190.27691730460955,0.00869890558655357,0.021450641175645643,0.014305504742396804,0.02993224769717264,0.006661246445235931,0.025169473263719624,0.025169473263719624,0.025169473263719624,0.025169473263719624,0.025169473263719624
188.824421752666,0.005480419425573949,0.011062591783088872,0.011689884438238256,0.0006745259588237715,0.007693129109774853,0.017037930776160344,0.017037930776160344,0.017037930776160344,0.017037930776160344,0.017037930776160344
187.3939337090852,0.005873044628960173,0.01992835479698121,0.013860636047780235,0.01798005606446996,0.006633085512968165,0.03583597831475723,0.03583597831475723,0.03583597831475723,0.03583597831475723,0.03583597831475723
185.98495676390408,0.007257406590356482,0.015628201209361776,0.020750941751450945,0.024003781978480306,0.007223872497191239,0.017308994893844062,0.017308994893844062,0.017308994893844062,0.017308994893844062,0.017308994893844062
184.59700932536748,0.008171630467875841,0.019332505823601256,0.010497442624800613,0.0019008318409928272,0.008172398826136304,0.03426955189261871,0.03426955189261871,0.03426955189261871,0.03426955189261871,0.03426955189261871
183.22962407110552,0.004826279251430819,0.01920826444034098,0.016688681010522476,0.03006533454008214,0.005274563812153646,0.021981331836357323,0.021981331836357323,0.021981331836357323,0.021981331836357323,0.021981331836357323
181.88234742352384,0.011798270391135231,0.02019641773246825,0.016552428064729393,0.008054945893596462,0.011001743948517094,0.03493749180823206,0.03493749180823206,0.03493749180823206,0.03493749180823206,0.03493749180823206
180.5547390481697,0.0031693509138906576,0.014869345284091373,0.015278126403064751,0.018793887872063902,0.005291319854651057,0.021093356265564647,0.021093356265564647,0.021093356265564647,0.021093356265564647,0.021093356265564647
179.24637137390755,0.01247640234916528,0.022077025666717372,0.012600398587236102,0.020105888941202476,0.0078084388417011185,0.045434489577427205,0.045434489577427205,0.045434489577427205,0.045434489577427205,0.045434489577427205
177.9568291338075,0.007941644624726242,0.018845000324641786,0.01967014459159462,0.007776027810571318,0.007288358297298967,0.017449473281313316,0.017449473281313316,0.017449473281313316,0.017449473281313316,0.017449473281313316
176.68570892570887,0.01019375281864012,0.015049434861673672,0.013429651982590657,0.026907890583943772,0.00874663689600312,0.05032512533408176,0.05032512533408176,0.05032512533408176,0.05032512533408176,0.05032512533408176
175.432618791484,0.010702679204069487,0.022558179561010864,0.018216386686665482,0.013804961815231588,0.0062650922181102875,0.021133408106516677,0.021133408106516677,0.021133408106516677,0.021133408106516677,0.021133408106516677
174.19717781407917,0.010431592166713391,0.019416765126597874,0.01142935625121282,0.015357269487597093,0.010319322278086115,0.04219610705251192,0.04219610705251192,0.04219610705251192,0.04219610705251192,0.04219610705251192
172.97901573146325,0.010478467021935013,0.014514960119246712,0.020154139080398273,0.02317089925207205,0.007563710089226435,0.04385693322263219,0.04385693322263219,0.04385693322263219,0.04385693322263219,0.04385693322263219
171.7777725666614,0.01106451879213382,0.02471899404080149,0.01386642605573907,0.022051602800350435,0.008958365833276014,0.030255309895635515,0.030255309895635515,0.030255309895635515,0.030255309895635515,0.030255309895635515
170.59309827309824,0.01268199668146632,0.015229729953262916,0.012954652210043455,0.014543219213806396,0.007918016167637893,0.0546454692868377,0.0546454692868377,0.0546454692868377,0.0546454692868377,0.0546454692868377
169.4246523945154,0.013430397531834308,0.019650567405055417,0.020164062044064568,0.025495220460837423,0.00891427747437726,0.03495494873116571,0.03495494873116571,0.03495494873116571,0.03495494873116571,0.03495494873116571
168.27210373877037,0.01312177984978601,0.021448778737001073,0.01669098774211202,0.03256644846846707,0.007720147742753811,0.051654935983466016,0.051654935983466016,0.051654935983466016,0.051654935983466016,0.051654935983466016
167.13513006485977,0.011175698990493149,0.02089528961842983,0.017423546420888045,0.014787007515075308,0.009712099282422388,0.04155498325267796,0.04155498325267796,0.04155498325267796,0.04155498325267796,0.04155498325267796
166.01341778254525,0.014349337834278096,0.024114884188315724,0.016330646547747553,0.032512837468145074,0.009570745377962169,0.05540041400285057,0.05540041400285057,0.05540041400285057,0.05540041400285057,0.05540041400285057
164.90666166399495,0.01431134188503298,0.02622758853613988,0.02660106607685629,0.03390771446705867,0.012379047380925878,0.04898201506875103,0.04898201506875103,0.04898201506875103,0.04898201506875103,0.04898201506875103
163.8145645668824,0.013140186393401093,0.02598687635832325,0.020170258697539512,0.03152294686570848,0.009025764471396963,0.05732510022846593,0.05732510022846593,0.05732510022846593,0.05732510022846593,0.05732510022846593
162.7368371684161,0.017673013041854157,0.030999827003793647,0.026915364047493687,0.030240077398614052,0.012236617961119417,0.0679234255000167,0.0679234255000167,0.0679234255000167,0.0679234255000167,0.0679234255000167
